* ¥æ¥Ë¥Ã¥ÈºÇÂçÃÍ [#ef024c41]

- ºÇÂç¥ì¥Ù¥ë»þ¤Î¥¹¥Æ¡¼¥¿¥¹
- É¬Í×¿Ê²½¡§¤³¤Î¥æ¥Ë¥Ã¥È¤¬¿Ê²½¤¹¤ë¤¿¤á¤ËÉ¬Í×¤Êpt
- ÎßÀÑ·Ð¸³ÃÍ¡§ºÇÂç¥ì¥Ù¥ë¤Ë¤¹¤ë¤¿¤á¤ÎÎßÀÑ·Ð¸³ÃÍ¡Ê¥æ¥Ë¥Ã¥È¾ÜºÙ¤ËÉ½¼¨¤µ¤ì¤ë·Ð¸³ÃÍ¡Ë
- ·Ð¸³ÃÍ¤Ï¥«¥ó¥¹¥ÈÄ¾¸å¤ÈºÆµ¯Æ°¸å¤Ç¿ôÃÍ¤¬°ã¤¦¤³¤È¤¬¤¢¤ë
- Í½¹ð¤Ê¤¯ÊÑ¹¹¤Î²ÄÇ½À­¤¢¤ê

&color(,#eee){¥Ú¡¼¥¸Æâ¥ê¥ó¥¯};
[[001>#no001]] - [[051>#no051]] - [[101>#no101]] - [[151>#no151]] - [[201>#no201]] - [[251>#no251]] - [[301>#no301]] - [[351>#no351]] - [[401>#no401]] - [[451>#no451]] - [[501>#no501]] - [[551>#no551]] - [[601>#no601]] - [[651>#no651]] - [[701>#no701]] - [[751>#no751]] - [[801>#no801]] - [[851>#no851]] - [[901>#no901]] - [[951>#no951]] - [[1001>#no1001]] - [[1051>#no1051]] - [[1101>#no1101]] - [[1151>#no1151]] - [[1201>#no1201]] - [[1251>#no1251]] - [[1301>#no1301]] - [[1351>#no1351]] - [[1401>#no1401]] - [[1451>#no1451]] - [[1501>#no1501]] - [[1551>#no1551]] - [[1601>#no1601]] - [[1651>#no1651]] - [[1701>#no1701]] - [[1751>#no1751]]
#sortabletable(sort=Number|String|Number|String|String|Number|Number|Number|Number|Number|Number|Number){{
|~No|~Ì¾¾Î|~¡ú|~Éð|~¼ç&br;Â°|~Éû&br;Â°|~HP|~¹¶·â|~²óÉü|~¿Ê²½&br;PT|~ºÇÂçLv|~ºÇÂç·Ð¸³ÃÍ|~É¬Í×¿Ê²½|h
|784|[¶¸²ç¹Ä]¥¨¥¤¥¼¥ë|6|·õ|BGCOLOR(#bba6f1):°Ç|-|21448|13504|2991|819|99|4210616|-|
|785|[µõÀä¹Ä]¥¸¥ç¥»¥Õ|6|·õ|BGCOLOR(#ffffff):Ìµ|-|21448|13901|3551|819|99|4210617|-|
|786|[±êÎù¹Ä]¥Õ¥£¥ê¥¹|6|Áä|BGCOLOR(#f1bba6):²Ð|-|4739|22130|4959|819|99|4210616|-|
|787|[µßÀ¤¹Ä]¥¦¥ë¥¹¥é|6|Áä|BGCOLOR(#a6f1f1):¿å|-|5965|21076|5207|819|99|4210616|-|
|788|[µ³À»¹Ä]¥¨¥ó¥¼¥ê¥«|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|4965|21603|4959|819|99|4210616|-|
|789|[Àä±à¹Ä]¥ô¥¡¥¤¥ª¥é|6|Áä|BGCOLOR(#bba6f1):°Ç|-|5191|21603|4711|819|99|4210616|-|
|790|[´õ±à¹Ä]¥Õ¥£¥ª¥Ê|6|Áä|BGCOLOR(#ffffff):Ìµ|-|5191|21603|5207|819|99|4210616|-|
|791|[±ë¿ã¹Ä]¥Õ¥©¥¹¥¿¡¼|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|10479|10198|7784|819|99|4210616|-|
|792|[ÂíÄó¹Ä]¥¿¡¼¥Ê¡¼|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10778|9540|8084|819|99|4210616|-|
|793|[Î¥¸µ¹Ä]¥¨¥É¥ï¡¼¥º|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|10778|9869|7784|819|99|4210616|-|
|794|[¼ó²ç¹Ä]¥¹¥ß¥¹|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|11078|9869|7784|819|99|4210616|-|
|795|[»Ê½è¹Ä]¥í¥Ó¥ó|6|µÝ|BGCOLOR(#ffffff):Ìµ|-|11078|10198|8084|819|99|4210616|-|
|796|[Çú±ê¹Ä]¥ì¥¤¥Á¥§¥ë|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10198|3871|19684|819|99|4210616|-|
|797|[µ¶¸Ê¹Ä]¥á¥¢¥ê¡¼|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|10527|3561|20263|819|99|4210616|-|
|798|[²ü°­¹Ä]¥í¡¼¥¶|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|10527|3716|19684|819|99|4210616|-|
|799|[¼ö·ì¹Ä]¥Î¡¼¥é|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|10856|3716|19105|819|99|4210616|-|
|800|[°­¿©¹Ä]¥í¡¼¥ì¥Ã¥¿|6|¾ó|BGCOLOR(#ffffff):Ìµ|-|10856|3871|20263|819|99|4210616|-|
|801&aname(no801);|[ÃØ±ë²¦]¥Ñ¥×¥ê¥«|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6990|3429|12024|396|50|1253087|800|
|802|[ÃØÈì²¦]¥Ñ¥×¥ê¥«|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10852|5583|21188|671|80|4465126|-|
|803|[ÍÃÊ¼²¦]¥µ¥ó¥À¡¼¥¹|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|8156|8603|5684|396|50|1253087|800|
|804|[Âçº´²¦]¥µ¥ó¥À¡¼¥¹|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|11849|12058|7164|671|80|4465126|-|
|805|[µë»Å²¦]¥¨¥¹¥¿|5|Áä|BGCOLOR(#a6f1f1):¿å|-|4417|15148|4178|396|50|1253087|800|
|806|[¿©Ã£²¦]¥¨¥¹¥¿|6|Áä|BGCOLOR(#a6f1f1):¿å|-|5682|23619|5756|671|80|4465126|-|
|807|[ÀêÀ±²¦]¥­¥é¥é|5|µÝ|BGCOLOR(#f1f1a6):¸÷|-|6920|9678|6179|396|50|1253087|800|
|808|[åºÍå²¦]¥­¥é¥é|6|µÝ|BGCOLOR(#f1f1a6):¸÷|-|10471|13264|7715|671|80|4465126|-|
|809|[Å·µ¡¿À]¥Ç¥£¥é¥ë|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|13678|9543|2759|396|50|1253087|800|
|810|[Å·µ³¿À]¥Ç¥£¥é¥ë|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|19843|16235|4044|671|80|4465126|-|
|811|[Â¤Å´²¦]¥ô¥£¥ë¥À¡¼|5|·õ|BGCOLOR(#f1bba6):²Ð|-|13360|8907|2921|396|50|1253087|800|
|812|[ÃÃÌê²¦]¥ô¥£¥ë¥À¡¼|6|·õ|BGCOLOR(#f1bba6):²Ð|-|19483|14431|4220|671|80|4465126|-|
|813|[Æ±°ÌÏ»¹æ]¥¯¥í|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3264|15557|3969|396|50|1253087|800|
|814|[¹ï´ã²¦]¥¯¥í|6|Áä|BGCOLOR(#bba6f1):°Ç|-|4209|22674|5525|671|80|4465126|-|
|815|[Æ±°ÌÏ»¹æ]¥·¥í|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|7536|5877|20154|671|80|4465126|-|
|816|[´°Æ±ÂÎ]¥ª¥é¥¯¥ë|6|¾ó|BGCOLOR(#f1f1a6):¸÷|BGCOLOR(#bba6f1):°Ç|7536|5877|20154|671|80|4465126|-|
|817|[ÈôÄú²¦]¥ª¥ë¥¬|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|7167|9947|5684|396|50|1253087|800|
|818|[Ë¾¶õ²¦]¥ª¥ë¥¬|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10747|13565|7164|671|80|4465126|-|
|819|[¹õ²¦]¥¸¥å¥ê¥¨¥Ã¥È|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3841|15557|4386|396|50|1253087|800|
|820|[Ì©¹õ²¦]¥¸¥å¥ê¥¨¥Ã¥È|6|Áä|BGCOLOR(#bba6f1):°Ç|-|4840|23619|5986|671|80|4465126|-|
|821|[µ¾²¦]¥¸¡¼¥¯|5|·õ|BGCOLOR(#bba6f1):°Ç|-|13678|10179|1298|396|50|1253087|800|
|822|[µ¾¸Ê²¦]¥¸¡¼¥¯|6|·õ|BGCOLOR(#bba6f1):°Ç|-|21647|15514|3517|671|80|4465126|-|
|823|[Èþ¶À²¦]¥é¥Ó¥ê¥¹|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6452|3841|11578|396|50|1253087|800|
|824|[Í©¶À²¦]¥é¥Ó¥ê¥¹|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10249|5583|22738|671|80|4465126|-|
|825|[¼¹»ö²¦]¥¬¥¦¥§¥¤¥ó|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6452|3841|11578|396|50|1253087|800|
|826|[»Ê½ñ²¦]¥¬¥¦¥§¥¤¥ó|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|10249|6171|20671|671|80|4465126|-|
|827|[µ³»ÎÄ¹]¥ê¥ê¥¢|6|Áä|BGCOLOR(#f1bba6):²Ð|-|4630|19368|2072|608|80|3434712|1200|
|828|[ÑÛÎõÉ±]¥ê¥ê¥¢|6|Áä|BGCOLOR(#f1bba6):²Ð|BGCOLOR(#a6f1f1):¿å|5416|23710|4711|819|99|7819718|-|
|829|[ÇÔËÌ¿À]¥´¥Ã¥É¥Õ¥ê¡¼|5|·õ|BGCOLOR(#bba6f1):°Ç|-|10815|10179|1623|396|50|1253087|800|
|830|[À¬¾¡¿À]¥´¥Ã¥É¥Õ¥ê¡¼|6|·õ|BGCOLOR(#bba6f1):°Ç|-|18761|16596|3517|671|80|4465126|-|
|831|[Éð²¦]¥·¥ç¡¼¥°¥ó|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|13360|8960|2921|396|50|1253087|800|
|832|[Æ®Áè²¦]¥·¥ç¡¼¥°¥ó|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|19483|14431|4220|671|80|4465126|-|
|833|[¤â¤Î¤·¤ê]¥°¥ë¥ë|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|5914|2743|10688|396|50|1253087|800|
|834|[¤Ï¤«¤»]¥°¥ë¥ë|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|9646|4114|21705|671|80|4465126|-|
|835|[àè²¦]¥¢¥ó¥Ð¡¼|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|7662|7259|4696|396|50|1253087|800|
|836|[àèàá²¦]¥¢¥ó¥Ð¡¼|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10747|10249|7164|671|80|4465126|-|
|837|[ÇòÌ¯²¦]¥Ï¥¯¥Ò|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|14315|10497|1947|396|50|1253087|800|
|838|[Çò¶ä²¦]¥Ï¥¯¥Ò|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|22369|15875|3165|671|80|4465126|-|
|839|[²øÅð²¦]¥¸¥ç¥¤|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|6990|4115|10242|396|50|1253087|800|
|840|[²÷Åð²¦]¥¸¥ç¥¤|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|11154|6465|19121|671|80|4465126|-|
|841|[ºÎ½¸²¦]¥¢¥ª|5|·õ|BGCOLOR(#a6f1f1):¿å|-|12088|9861|2921|396|50|1253087|800|
|842|[ºÎ½ª²¦]¥¢¥ª|6|·õ|BGCOLOR(#a6f1f1):¿å|-|20204|15153|4748|671|80|4465126|-|
|843|[Í¹ÊØ²¦]¥Ê¥Ç¥£¥¢|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|7167|9410|5190|396|50|1253087|800|
|844|[Í©ÊØ²¦]¥Ê¥Ç¥£¥¢|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|10747|12661|6613|671|80|4465126|-|
|845|[µõ½Ã²¦]¥í¥¢|5|·õ|BGCOLOR(#f1bba6):²Ð|-|11452|12088|1947|396|50|1253087|800|
|846|[ÀÉ½Ã²¦]¥í¥¢|6|·õ|BGCOLOR(#f1bba6):²Ð|-|19483|17318|2813|671|80|4465126|-|
|847|[´þ²±²¦]¥É¡¼¥é|5|·õ|BGCOLOR(#f1bba6):²Ð|-|10815|8270|2921|396|50|1253087|800|
|848|[²õ¿´²¦]¥É¡¼¥é|6|·õ|BGCOLOR(#f1bba6):²Ð|-|19483|14792|3868|671|80|4465126|-|
|849|[ÌÏÂ¤·¿]B.S|5|Áä|BGCOLOR(#bba6f1):°Ç|-|2496|15967|2089|396|50|1253087|-|
|850|[º¯¸µ²¦]¥Ù¥ë¥¿¡¦S|6|Áä|BGCOLOR(#bba6f1):°Ç|-|3998|22674|4604|671|80|4465126|-|
|851&aname(no851);|[ÍÄÀ¸²¦]¥¾¥¨¥¢|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|6183|4389|9797|396|50|1253087|800|
|852|[¿¼³¤²¦]¥¾¥¨¥¢|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|9345|7346|20671|671|80|4465126|-|
|853|[ÍÄÃî²¦]¥ï¥¹¥Ú¥ë|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|2880|14739|2924|396|50|1253087|800|
|854|[ËªÃî²¦]¥ï¥¹¥Ú¥ë|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|3998|20312|3914|671|80|4465126|-|
|855|[À¤Ë¾²¦]¥à¥é|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|5727|5877|18604|671|80|4465126|-|
|856|[Èô¾­]Ï¤ÉÛ|5|Áä|BGCOLOR(#bba6f1):°Ç|-|3072|15148|417|396|50|1253087|800|
|857|[Å·²¼Èô¾­]Ï¤ÉÛ|6|Áä|BGCOLOR(#bba6f1):°Ç|-|6734|23619|460|671|80|4465126|-|
|858|[ò²²¦]ÁâÁà|5|·õ|BGCOLOR(#f1bba6):²Ð|-|9543|9543|2597|396|50|1253087|800|
|859|[ò²ÉðÄë]ÁâÁà|6|·õ|BGCOLOR(#f1bba6):²Ð|-|13710|13710|3868|671|80|4465126|-|
|860|[³è´ãÈþÉ±]²¦¸µÉ±|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|4839|2743|11578|396|50|1253087|800|
|861|[Ê¸ÌÀ¹Ä¹¡]²¦¸µÉ±|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|7235|4701|18604|671|80|4465126|-|
|862|·ã¹·¤Î»¨Ê¼|3|µÝ|BGCOLOR(#f1bba6):²Ð|-|5507|5967|5507|396|50|621936|-|
|863|»ü°¦¤Î»¨Ê¼|3|µÝ|BGCOLOR(#a6f1f1):¿å|-|5507|5967|5507|396|50|621936|-|
|864|Íº¿´¤Î»¨Ê¼|3|µÝ|BGCOLOR(#f1f1a6):¸÷|-|5507|5967|5507|396|50|621936|-|
|865|¿¼Ê¥¤Î»¨Ê¼|3|µÝ|BGCOLOR(#bba6f1):°Ç|-|5507|5967|5507|396|50|621936|-|
|866|Èá°¥¤Î»¨Ê¼|3|µÝ|BGCOLOR(#ffffff):Ìµ|-|5507|5967|5507|396|50|621936|-|
|867|[À»¿¦¼Ô]¥í¥¤¥É|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|2688|15148|4178|396|50|1253087|800|
|868|[¶¸¿®²¦]¥í¥¤¥É|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|4209|23619|6677|671|80|4465126|-|
|869|[ÌÓÈé²¦]¥¦¥ë¥ë|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|7415|9678|5437|396|50|1253087|800|
|870|[ÌÓ³×²¦]¥¦¥ë¥ë|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|11022|13264|6889|671|80|4465126|-|
|871|[±ÊÌ²²¦]¥Õ¥£¡¼¥¢|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|7528|3566|11578|396|50|1253087|800|
|872|[²òÌ²²¦]¥Õ¥£¡¼¥¢|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|11455|5877|20671|671|80|4465126|-|
|873|[´÷³¼²¦]¥ª¥ë¥¯¥¹|5|·õ|BGCOLOR(#f1bba6):²Ð|-|12724|10815|2921|396|50|1253087|800|
|874|[µ´³¼²¦]¥ª¥ë¥¯¥¹|6|·õ|BGCOLOR(#f1bba6):²Ð|-|20926|15875|3868|671|80|4465126|-|
|875|[Ëâ¹©²¦]¥­¥ë¥È|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|15097|10330|3739|608|80|4464245|-|
|876|[¼º³Ú²¦]¥á¥ê¥ë|5|Áä|BGCOLOR(#a6f1f1):¿å|-|5192|16866|4961|608|80|4464245|-|
|877|[¸É»ù²¦]¥ì¥ª|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|8086|8226|7487|608|80|4464245|-|
|878|[ËâË¡¾¯½÷]¥×¥ê¥Æ¥£¡¦£×|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|7568|3716|18533|608|80|4464245|-|
|879|[ºã²¦]¥µ¥¤¥Õ¥¡¡¼|5|·õ|BGCOLOR(#a6f1f1):¿å|-|11452|10815|3570|396|50|1253087|800|
|880|[ºã²ç²¦]¥µ¥¤¥Õ¥¡¡¼|6|·õ|BGCOLOR(#a6f1f1):¿å|-|19483|15875|4572|671|80|4465126|-|
|881|[±Æ¸÷²¦]¥Î¥¢¥ë|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|3072|13920|3342|396|50|1253087|800|
|882|[´þ±Æ²¦]¥Î¥¢¥ë|6|Áä|BGCOLOR(#f1f1a6):¸÷|-|4840|23147|5756|671|80|4465126|-|
|883|[¹õ¶ô²¦]¥¹¥ê¥£|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|6990|3978|11578|396|50|1253087|800|
|884|[Àä¶ô²¦]¥¹¥ê¥£|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|10852|6024|21705|671|80|4465126|-|
|885|[Åý¼£²¦]¥Ð¥Ð¥ë|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|7528|3841|11578|396|50|1253087|800|
|886|[Åý¹ç²¦]¥Ð¥Ð¥ë|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|12058|5730|21188|671|80|4465126|-|
|887|[ÁÐ²¦]¥ô¥¡¥ê¥¹¥¿¡õ¥¸¥ë|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|6426|9678|2471|396|50|1253087|800|
|888|[ÁÐº²²¦]¥ô¥¡¥ê¥¹¥¿¡õ¥¸¥ë|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|9920|14471|5511|671|80|4465126|-|
|889|[Àä½ñ²¦]¥¨¥¦¥ì¥«|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|4839|4389|11578|396|50|1253087|800|
|890|[ÌÇ½ñ²¦]¥¨¥¦¥ì¥«|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|8742|7346|22222|671|80|4465126|-|
|891|[Ê¼´ï]V|5|·õ|BGCOLOR(#ffffff):Ìµ|-|10815|11452|3246|396|50|1253087|800|
|892|[ºÇ½ªÊ¼´ï]V|6|·õ|BGCOLOR(#ffffff):Ìµ|-|18761|16596|4572|671|80|4465126|-|
|893|[¼¹»ö²¦]¥é¥ó¥¹¥í¥Ã¥È|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|5914|2743|10688|396|50|1253087|800|
|894|[»ÊÉ®²¦]¥é¥ó¥¹¥í¥Ã¥È|6|¾ó|BGCOLOR(#bba6f1):°Ç|-|9646|4114|21705|671|80|4465126|-|
|895|[·ù½ñ²¦]¥é¥¦¥ë|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6990|3566|10688|396|50|1253087|800|
|896|[Áþ½ñ²¦]¥é¥¦¥ë|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|11455|5436|20154|671|80|4465126|-|
|897|[»Ø´ø²¦]¥¸¥ç¥¨¥ë|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|6452|3703|10688|396|50|1253087|800|
|898|[¼±²¦]¥¸¥å¥¨¥ë|6|¾ó|BGCOLOR(#a6f1f1):¿å|-|10249|5730|20671|671|80|4465126|-|
|899|¥Õ¥¡¡¼¥´|4|¾ó|BGCOLOR(#f1bba6):²Ð|-|5946|2010|11428|349|50|1193188|800|
|900|Âè°ìÁÕ¼Ô¥Õ¥¡¡¼¥´|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|8226|3407|16216|608|80|5803518|-|
|901&aname(no901);|¥ª¡¼¥ô¥©|4|¾ó|BGCOLOR(#a6f1f1):¿å|-|5946|2010|11428|349|50|1193188|800|
|902|ÂèÆóÁÕ¼Ô¥ª¡¼¥ô¥©|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|8226|3407|16216|608|80|5803518|-|
|903|¥Õ¥©¥ë¥ó|4|¾ó|BGCOLOR(#f1f1a6):¸÷|-|5946|2010|11428|349|50|1193188|800|
|904|Âè»°ÁÕ¼Ô¥Õ¥©¥ë¥ó|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|8226|3407|16216|608|80|5803518|-|
|905|¥¯¥é¥ê¥Í|4|¾ó|BGCOLOR(#bba6f1):°Ç|-|5946|2010|11428|349|50|1193188|800|
|906|Âè»ÍÁÕ¼Ô¥¯¥é¥ê¥Í|5|¾ó|BGCOLOR(#bba6f1):°Ç|-|8226|3407|16216|608|80|5803518|-|
|907|¥Õ¥ë¥È|4|¾ó|BGCOLOR(#ffffff):Ìµ|-|5946|2010|11428|349|50|917837|800|
|908|Âè¸ÞÁÕ¼Ô¥Õ¥ë¥È|5|¾ó|BGCOLOR(#ffffff):Ìµ|-|8226|3407|16216|608|80|5803518|-|
|909|[²Ã¹©¿Í]¥ê¥ê¥£|5|·õ|BGCOLOR(#ffffff):Ìµ|-|6362|8907|2272|396|50|1253087|800|
|910|[Áõ¾þ¿Í]¥æ¥ê¥«¡¦¥ê¥ê¥£|6|·õ|BGCOLOR(#ffffff):Ìµ|-|14431|13710|3165|608|80|4465126|-|
|911|ËºµÑ¤Î¤è¤ê¤·¤í|6|¾ó|BGCOLOR(#ffffff):Ìµ|-|500|500|500|5|1|-|-|
|912|[ÆÇ²¦]¥ô¥§¥Î¥à|5|·õ|BGCOLOR(#bba6f1):°Ç|-|13997|9225|2759|396|50|1253087|800|
|913|[ÆÇ¡¹²¦]¥ô¥§¥Î¥à|6|·õ|BGCOLOR(#bba6f1):°Ç|-|20204|15875|4044|671|80|4465126|-|
|914|[Çò±ê¾­]¥»¥Ä¥ê|5|µÝ|BGCOLOR(#f1bba6):²Ð|-|7167|9947|5684|396|50|1253087|800|
|915|[Çò±ë¾­]¥»¥Ä¥ê|6|µÝ|BGCOLOR(#f1bba6):²Ð|-|10471|13565|7440|671|80|4465126|-|
|916|[ÆÍ¿Ë²¦]¥­¥Ä¥Ä¥­|5|Áä|BGCOLOR(#f1bba6):²Ð|-|4417|15148|4178|396|50|1253087|800|
|917|[¾×¿Ë²¦]¥­¥Ä¥Ä¥­|6|Áä|BGCOLOR(#f1bba6):²Ð|-|5682|23619|5756|671|80|4465126|-|
|918|[¿ÎµÁ²¦]¥¯¥í¥·¥ª|5|·õ|BGCOLOR(#a6f1f1):¿å|-|11452|10815|3570|396|50|1253087|800|
|919|[¿ÏµÁ²¦]¥¯¥í¥·¥ª|6|·õ|BGCOLOR(#a6f1f1):¿å|-|20204|15875|4220|671|80|4465126|-|
|920|[À»ÇÖ²¦]¥«¥ê¥¹|5|¾ó|BGCOLOR(#f1f1a6):¸÷|-|6452|3841|11578|396|50|1253087|800|
|921|[À»ÇÕ²¦]¥«¥ê¥¹|6|¾ó|BGCOLOR(#f1f1a6):¸÷|-|9948|5583|23255|671|80|4465126|-|
|922|[É´²Ö²¦]¥¨¥Þ|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|11452|10815|3570|396|50|1253087|800|
|923|[ÎÄÍð²¦]¥¨¥Þ|6|·õ|BGCOLOR(#f1f1a6):¸÷|-|19483|15875|4572|671|80|4465126|-|
|924|[»Ò¸Ñ²¦]¥¯¥ì¥Ê¥¤|5|¾ó|BGCOLOR(#f1bba6):²Ð|-|6990|3978|11578|396|50|1253087|800|
|925|[ÍÅ¸Ñ²¦]¥¯¥ì¥Ê¥¤|6|¾ó|BGCOLOR(#f1bba6):²Ð|-|10551|6171|21705|671|80|4465126|-|
|926|[Ç¦²¦]¥·¥Î¥Ö|5|µÝ|BGCOLOR(#bba6f1):°Ç|-|7167|9947|5684|396|50|1253087|800|
|927|[Ç¦¼Ô²¦]¥·¥Î¥Ö|6|µÝ|BGCOLOR(#bba6f1):°Ç|-|10747|14168|6889|671|80|4465126|-|
|928|[½ã¿´²¦]¥ô¥£¥ó¥»¥ó¥È|5|Áä|BGCOLOR(#f1bba6):²Ð|-|3072|13510|3342|396|50|1253087|800|
|929|[½ã¿¿²¦]¥ô¥£¥ó¥»¥ó¥È|6|Áä|BGCOLOR(#f1bba6):²Ð|-|4840|24564|5295|671|80|4465126|-|
|930|[¸Å½Ã²¦]¥Ñ¥Ô¥ë¥¹|5|µÝ|BGCOLOR(#a6f1f1):¿å|-|7662|8872|6179|396|50|1253087|800|
|931|[¸¸½Ã²¦]¥Ñ¥Ô¥ë¥¹|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|9369|14771|7440|671|80|4465126|-|
|932|¥Ð¡¼¥Ê¡¼|4|·õ|BGCOLOR(#f1bba6):²Ð|-|10994|6596|1922|286|40|254669|400|
|933|[±ëµ³»Î]¥Ð¡¼¥Ê¡¼|5|·õ|BGCOLOR(#f1bba6):²Ð|-|14564|10402|2743|413|60|1540237|650|
|934|[¹ö±êµ³]¥Ð¡¼¥Ê¡¼|6|·õ|BGCOLOR(#f1bba6):²Ð|-|18039|15153|4220|608|80|3434712|-|
|935|¥³¡¼¥ë¥Ç¥£|4|·õ|BGCOLOR(#a6f1f1):¿å|-|10994|6596|1922|286|40|254669|400|
|936|[É¹µ³»Î]¥³¡¼¥ë¥Ç¥£|5|·õ|BGCOLOR(#a6f1f1):¿å|-|14564|10402|2743|413|60|1540237|650|
|937|[É¹¾½µ³]¥³¡¼¥ë¥Ç¥£|6|·õ|BGCOLOR(#a6f1f1):¿å|-|18039|15153|4220|608|80|3434712|-|
|938|[¹ûÉ±]¥¤¥ô¥ê¥£|5|¾ó|BGCOLOR(#a6f1f1):¿å|-|7838|3820|14987|539|80|1717356|1200|
|939|[±êÉ¹É±]¥¤¥ô¥ê¥£|6|¾ó|BGCOLOR(#a6f1f1):¿å|BGCOLOR(#f1bba6):²Ð|11843|5884|22579|742|99|6015168|-|
|940|[»Ò]¥³¥¶¥á¥ê|1|µÝ|BGCOLOR(#a6f1f1):¿å|-|2644|2637|2291|223|30|60469|-|
|941|[Éã]¥¶¥á¥ê|6|µÝ|BGCOLOR(#a6f1f1):¿å|-|10195|12058|5511|608|80|3434712|-|
|942|[¤æ¤¦¤·¤ã]¤¢¤ë¤È|5|·õ|BGCOLOR(#f1f1a6):¸÷|-|18896|13622|2791|742|99|6335944|-|
|943|[¤­¤·]¤¨¤ó¤¸¤§¤ê¤«|5|Áä|BGCOLOR(#f1f1a6):¸÷|-|5587|21868|4558|742|99|6335944|-|
|944|[ÀÖº½²¦]¥»¥­¥È|5|·õ|BGCOLOR(#f1bba6):²Ð|-|11452|10815|3570|396|50|1253087|800|
|945|[ÀÖ»¬²¦]¥»¥­¥È|6|·õ|BGCOLOR(#f1bba6):²Ð|-|19483|15875|4572|671|80|4465126|-|
