* モンスター図鑑 [#de0cefec]

&color(,#eee){ページ内リンク};
[[001>#no001]] - [[101>#no101]] - [[201>#no201]] - [[301>#no301]] - [[401>#no401]] - [[501>#no501]] - [[601>#no601]] - [[701>#no701]] - [[801>#no801]] - [[901>#no901]] - [[1001>#no1001]] - [[1101>#no1101]] - [[1201>#no1201]] - [[1301>#no1301]] - [[1401>#no1401]] - [[1501>#no1501]] - [[1601>#no1601]] - [[1701>#no1701]] - [[1801>#no1801]] - [[1901>#no1901]] - [[2001>#no2001]] - [[2101>#no2101]] - [[2201>#no2201]] - [[2301>#no2301]] - [[2401>#no2401]] - [[2501>#no2501]] - [[2601>#no2601]] - [[2701>#no2701]] - [[2801>#no2801]] - [[2901>#no2901]] - [[3001>#no3101]] - [[3101>#no3101]] - [[3201>#no3201]]- [[3301>#no3301]]- [[3401>#no3401]]- [[3501>#no3501]]- [[3601>#no3601]]- [[3701>#no3701]]- [[3801>#no3801]]]]- [[3901>#no3901]]]]- [[4001>#no4001]]]]

#style(class=enableFilter){{
|~No|~名称			|~タイプ|~属性|h
|0744|[[エンシェントドラりんナイト>モンスター図鑑/0744]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0745|[[朱雀の化身・レイラン>モンスター図鑑/0745]]|神|BGCOLOR(#f1bba6):火|
|0746|[[天導の朱雀・レイラン>モンスター図鑑/0746]]|神|BGCOLOR(#f1bba6):火火|
|0747|[[青龍の化身・カリン>モンスター図鑑/0747]]|神|BGCOLOR(#a6f1f1):水|
|0748|[[命護の青龍・カリン>モンスター図鑑/0748]]|神|BGCOLOR(#a6f1f1):水水|
|0749|[[玄武の化身・メイメイ>モンスター図鑑/0749]]|神|BGCOLOR(#bbf1a6):木|
|0750|[[地鎮の玄武・メイメイ>モンスター図鑑/0750]]|神|BGCOLOR(#bbf1a6):木木|
|0751|[[麒麟の化身・サクヤ>モンスター図鑑/0751]]|神|BGCOLOR(#f1f1a6):光|
|0752|[[極光の麒麟・サクヤ>モンスター図鑑/0752]]|神|BGCOLOR(#f1f1a6):光光|
|0753|[[白虎の化身・ハク>モンスター図鑑/0753]]|神|BGCOLOR(#bba6f1):闇|
|0754|[[霊護の白虎・ハク>モンスター図鑑/0754]]|神|BGCOLOR(#bba6f1):闇闇|
|0755|[[紅蓮龍神・ヒノカグツチ>モンスター図鑑/0755]]|神/ドラゴン|BGCOLOR(#f1bba6):火光|
|0756|[[焔獄蛇神・ヒノカグツチ>モンスター図鑑/0756]]|神/攻撃|BGCOLOR(#f1bba6):火闇|
|0757|[[灼爪龍・フレアドラール>モンスター図鑑/0757]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火木|
|0758|[[穿鮫龍・メガロドラン>モンスター図鑑/0758]]|ドラゴン/体力|BGCOLOR(#a6f1f1):水火|
|0759|[[角砦龍・フォートトイトプス>モンスター図鑑/0759]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木水|
|0760|[[聖獣龍・エンジェリオン>モンスター図鑑/0760]]|ドラゴン/回復|BGCOLOR(#f1f1a6):光木|
|0761|[[道化龍・ドラウンジョーカー>モンスター図鑑/0761]]|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇水|
|0762|[[OCTOPUS>モンスター図鑑/0762]]|体力|BGCOLOR(#f1bba6):火|
|0763|[[OCTOPUS Ver.2>モンスター図鑑/0763]]|体力|BGCOLOR(#f1bba6):火|
|0764|[[CRAB>モンスター図鑑/0764]]|バランス|BGCOLOR(#a6f1f1):水|
|0765|[[CRAB Ver.2>モンスター図鑑/0765]]|バランス|BGCOLOR(#a6f1f1):水|
|0766|[[SQUID>モンスター図鑑/0766]]|攻撃|BGCOLOR(#bbf1a6):木|
|0767|[[SQUID Ver.2>モンスター図鑑/0767]]|攻撃|BGCOLOR(#bbf1a6):木|
|0768|[[GC CRAB>モンスター図鑑/0768]]|バランス|BGCOLOR(#f1f1a6):光|
|0769|[[GC CRAB Ver.2>モンスター図鑑/0769]]|バランス|BGCOLOR(#f1f1a6):光|
|0770|[[UFO>モンスター図鑑/0770]]|体力|BGCOLOR(#bba6f1):闇|
|0771|[[UFO Ver.2>モンスター図鑑/0771]]|体力|BGCOLOR(#bba6f1):闇|
|0772|[[緋天蒼龍・エルドラド>モンスター図鑑/0772]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火水|
|0773|[[蒼天夜龍・ニライカナイ>モンスター図鑑/0773]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水闇|
|0774|[[樹天緋龍・ホウライ>モンスター図鑑/0774]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木火|
|0775|[[聖天樹龍・シャングリラ>モンスター図鑑/0775]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光木|
|0776|[[夜天聖龍・エリュシオン>モンスター図鑑/0776]]|ドラゴン/攻撃|BGCOLOR(#bba6f1):闇光|
|0777|[[大天狗>モンスター図鑑/0777]]|体力|BGCOLOR(#bbf1a6):木|
|0778|[[霊峰の破戒神・大天狗>モンスター図鑑/0778]]|体力|BGCOLOR(#bbf1a6):木|
|0779|[[こだま>モンスター図鑑/0779]]|回復|BGCOLOR(#bbf1a6):木|
|0780|[[黄龍の化身・ファガン>モンスター図鑑/0780]]|神/ドラゴン|BGCOLOR(#f1f1a6):光|
|0781|[[星帝の黄龍・ファガン>モンスター図鑑/0781]]|神/ドラゴン|BGCOLOR(#f1f1a6):光|
|0782|[[神秘の巨石龍・バールベック>モンスター図鑑/0782]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0783|[[神秘の天体龍・アンティキティラ>モンスター図鑑/0783]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|0784|[[神秘の絵画龍・ナスカ>モンスター図鑑/0784]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|0785|[[神秘の結晶龍・クリスタルスカル>モンスター図鑑/0785]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|0786|[[神秘の円盤龍・ネブラディスク>モンスター図鑑/0786]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|0787|[[ミノタウロス>モンスター図鑑/0787]]|攻撃|BGCOLOR(#f1bba6):火|
|0788|[[迷宮の獣人・ミノタウロス>モンスター図鑑/0788]]|攻撃|BGCOLOR(#f1bba6):火|
|0789|[[コカトリス>モンスター図鑑/0789]]|回復|BGCOLOR(#a6f1f1):水|
|0790|[[魔眼の怪鳥・コカトリス>モンスター図鑑/0790]]|回復|BGCOLOR(#a6f1f1):水|
|0791|[[ケンタウロス>モンスター図鑑/0791]]|バランス|BGCOLOR(#bbf1a6):木|
|0792|[[疾駆の人馬・ケンタウロス>モンスター図鑑/0792]]|バランス|BGCOLOR(#bbf1a6):木|
|0793|[[サイクロプス>モンスター図鑑/0793]]|体力|BGCOLOR(#f1f1a6):光|
|0794|[[雷光の巨漢・サイクロプス>モンスター図鑑/0794]]|体力|BGCOLOR(#f1f1a6):光|
|0795|[[ダークレディ>モンスター図鑑/0795]]|悪魔|BGCOLOR(#bba6f1):闇|
|0796|[[魅惑の夜魔・ダークレディ>モンスター図鑑/0796]]|悪魔|BGCOLOR(#bba6f1):闇|
|0797|[[たまドラ>モンスター図鑑/0797]]|能力覚醒用|BGCOLOR(#f1f1a6):光|
|0798|[[サンバルビードラゴン>モンスター図鑑/0798]]|強化合成用|BGCOLOR(#f1bba6):火|
|0799|[[アメノウズメ>モンスター図鑑/0799]]|神|BGCOLOR(#f1bba6):火|
|0800|[[技芸の女神・アメノウズメ>モンスター図鑑/0800]]|神/バランス|BGCOLOR(#f1bba6):火火|
|0801&aname(no0801);|[[ウミサチヤマサチ>モンスター図鑑/0801]]|神|BGCOLOR(#a6f1f1):水木|
|0802|[[漁猟の神・ウミサチヤマサチ>モンスター図鑑/0802]]|神|BGCOLOR(#a6f1f1):水木|
|0803|[[クシナダヒメ>モンスター図鑑/0803]]|神|BGCOLOR(#bbf1a6):木|
|0804|[[稲田の女神・クシナダヒメ>モンスター図鑑/0804]]|神|BGCOLOR(#bbf1a6):木木|
|0805|[[イザナギ>モンスター図鑑/0805]]|神|BGCOLOR(#f1f1a6):光|
|0806|[[皇祖の神・イザナギ>モンスター図鑑/0806]]|神|BGCOLOR(#f1f1a6):光光|
|0807|[[オオクニヌシ>モンスター図鑑/0807]]|神|BGCOLOR(#bba6f1):闇|
|0808|[[国造の神・オオクニヌシ>モンスター図鑑/0808]]|神/体力|BGCOLOR(#bba6f1):闇闇|
|0809|[[タケミナカタ>モンスター図鑑/0809]]|神/体力|BGCOLOR(#f1f1a6):光|
|0810|[[冶金の軍神・タケミナカタ>モンスター図鑑/0810]]|神/体力|BGCOLOR(#f1f1a6):光火|
|0811|[[皇妃神・イザナミ>モンスター図鑑/0811]]|神/バランス|BGCOLOR(#f1f1a6):光水|
|0812|[[万物の妃神・イザナミ>モンスター図鑑/0812]]|神/バランス|BGCOLOR(#f1f1a6):光水|
|0813|[[黄泉神・イザナミ>モンスター図鑑/0813]]|神/体力|BGCOLOR(#bba6f1):闇火|
|0814|[[黄泉の主神・イザナミ>モンスター図鑑/0814]]|神/体力|BGCOLOR(#bba6f1):闇火|
|0815|[[ドモヴォイ>モンスター図鑑/0815]]|バランス|BGCOLOR(#f1f1a6):光|
|0816|[[ドン・ドモヴォイ>モンスター図鑑/0816]]|バランス|BGCOLOR(#f1f1a6):光|
|0817|[[グレンデル>モンスター図鑑/0817]]|体力|BGCOLOR(#f1bba6):火|
|0818|[[グレンデルサンタン>モンスター図鑑/0818]]|体力|BGCOLOR(#f1bba6):火|
|0819|[[フルングニル>モンスター図鑑/0819]]|体力|BGCOLOR(#a6f1f1):水木|
|0820|[[絶対零度フルングニル>モンスター図鑑/0820]]|体力|BGCOLOR(#a6f1f1):水木|
|0821|[[恋するアン・パント・ケットバス>モンスター図鑑/0821]]|バランス|BGCOLOR(#f1f1a6):光光|
|0822|[[バーンフェニックスナイト・ホムラ>モンスター図鑑/0822]]|バランス|BGCOLOR(#f1bba6):火火|
|0823|[[フラッドフェンリルナイト・カムイ>モンスター図鑑/0823]]|バランス|BGCOLOR(#a6f1f1):水水|
|0824|[[エンシェントドラゴンナイト・セロ>モンスター図鑑/0824]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木木|
|0825|[[スカイゴッドナイト・ヴァーチェ>モンスター図鑑/0825]]|神/バランス|BGCOLOR(#f1f1a6):光光|
|0826|[[カオスドラゴンナイト・ヴォイス>モンスター図鑑/0826]]|ドラゴン/バランス|BGCOLOR(#bba6f1):闇闇|
|0827|[[修験鬼・ショウキ>モンスター図鑑/0827]]|体力|BGCOLOR(#f1f1a6):光|
|0828|[[光の守護鬼・ショウキ>モンスター図鑑/0828]]|体力|BGCOLOR(#f1f1a6):光|
|0829|[[修験鬼・ジャキ>モンスター図鑑/0829]]|体力|BGCOLOR(#bba6f1):闇|
|0830|[[闇の守護鬼・ジャキ>モンスター図鑑/0830]]|体力|BGCOLOR(#bba6f1):闇|
|0831|[[トップ・ドロイドラゴン>モンスター図鑑/0831]]|体力/ドラゴン|BGCOLOR(#bbf1a6):木水|
|0832|[[コズクラ>モンスター図鑑/0832]]|体力|BGCOLOR(#a6f1f1):水|
|0833|[[フクラギ>モンスター図鑑/0833]]|体力|BGCOLOR(#a6f1f1):水|
|0834|[[ブリ>モンスター図鑑/0834]]|体力|BGCOLOR(#a6f1f1):水|
|0835|[[富山湾の王者・ブリ>モンスター図鑑/0835]]|体力|BGCOLOR(#a6f1f1):水水|
|0836|[[ホタルイカ>モンスター図鑑/0836]]|攻撃|BGCOLOR(#f1f1a6):光|
|0837|[[富山湾の神秘・ホタルイカ>モンスター図鑑/0837]]|攻撃|BGCOLOR(#f1f1a6):光|
|0838|[[シロエビ>モンスター図鑑/0838]]|バランス|BGCOLOR(#f1bba6):火|
|0839|[[富山湾の宝石・シロエビ>モンスター図鑑/0839]]|バランス|BGCOLOR(#f1bba6):火|
|0840|[[あみたん>モンスター図鑑/0840]]|神|BGCOLOR(#bbf1a6):木|
|0841|[[阿弥貴＆カノン＆セシル>モンスター図鑑/0841]]|神|BGCOLOR(#bbf1a6):木光|
|0842|[[DD・ドレイク>モンスター図鑑/0842]]|ドラゴン|BGCOLOR(#f1bba6):火|
|0843|[[DD・ドラゴン>モンスター図鑑/0843]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火|
|0844|[[DD・リザードマン>モンスター図鑑/0844]]|攻撃|BGCOLOR(#a6f1f1):水|
|0845|[[DD・ドラゴニュート>モンスター図鑑/0845]]|攻撃|BGCOLOR(#a6f1f1):水|
|0846|[[DD・ベヘモット>モンスター図鑑/0846]]|体力|BGCOLOR(#bbf1a6):木|
|0847|[[DD・キングベヘモット>モンスター図鑑/0847]]|体力|BGCOLOR(#bbf1a6):木|
|0848|[[DD・スケルトン>モンスター図鑑/0848]]|バランス|BGCOLOR(#bba6f1):闇|
|0849|[[DD・スケルトンロード>モンスター図鑑/0849]]|バランス|BGCOLOR(#bba6f1):闇|
|0850|[[DD・ディフェンダー>モンスター図鑑/0850]]|体力|BGCOLOR(#f1f1a6):光|
|0851|[[DD・アークガーディアン>モンスター図鑑/0851]]|体力|BGCOLOR(#f1f1a6):光水|
|0852|[[DD・マジックアーチャー>モンスター図鑑/0852]]|バランス|BGCOLOR(#f1bba6):火|
|0853|[[DD・ポイズンエンチャンター>モンスター図鑑/0853]]|バランス|BGCOLOR(#f1bba6):火闇|
|0854|[[ジャギィネコ>モンスター図鑑/0854]]|攻撃|BGCOLOR(#bba6f1):闇|
|0855|[[ドスジャギィ＆ジャギィネコ>モンスター図鑑/0855]]|攻撃/ドラゴン|BGCOLOR(#bba6f1):闇闇|
|0856|[[フロギィネコ>モンスター図鑑/0856]]|バランス|BGCOLOR(#f1bba6):火|
|0857|[[ドスフロギィ＆フロギィネコ>モンスター図鑑/0857]]|バランス/ドラゴン|BGCOLOR(#f1bba6):火火|
|0858|[[バギィネコ>モンスター図鑑/0858]]|体力|BGCOLOR(#a6f1f1):水|
|0859|[[ドスバギィ＆バギィネコ>モンスター図鑑/0859]]|体力/ドラゴン|BGCOLOR(#a6f1f1):水水|
|0860|[[ガーグァネコ>モンスター図鑑/0860]]|回復|BGCOLOR(#f1f1a6):光|
|0861|[[ガーグァ＆ガーグァネコ>モンスター図鑑/0861]]|回復/ドラゴン|BGCOLOR(#f1f1a6):光光|
|0862|[[ファンゴネコ>モンスター図鑑/0862]]|バランス|BGCOLOR(#bbf1a6):木|
|0863|[[ドスファンゴ＆ファンゴネコ>モンスター図鑑/0863]]|バランス/ドラゴン|BGCOLOR(#bbf1a6):木木|
|0864|[[リノプロネコ>モンスター図鑑/0864]]|体力|BGCOLOR(#f1f1a6):光|
|0865|[[リノプロス＆リノプロスネコ>モンスター図鑑/0865]]|体力/ドラゴン|BGCOLOR(#f1f1a6):光光|
|0866|[[レウスネコ>モンスター図鑑/0866]]|バランス|BGCOLOR(#f1bba6):火|
|0867|[[リオレウス＆レウスネコ>モンスター図鑑/0867]]|バランス/ドラゴン|BGCOLOR(#f1bba6):火闇|
|0868|[[レイアネコ>モンスター図鑑/0868]]|回復|BGCOLOR(#bbf1a6):木|
|0869|[[リオレイア＆レイアネコ>モンスター図鑑/0869]]|回復/ドラゴン|BGCOLOR(#bbf1a6):木光|
|0870|[[ティラアイルー>モンスター図鑑/0870]]|バランス|BGCOLOR(#f1bba6):火|
|0871|[[爆炎龍ティラノス＆アイルー>モンスター図鑑/0871]]|バランス/ドラゴン|BGCOLOR(#f1bba6):火|
|0872|[[プレシィアイルー>モンスター図鑑/0872]]|バランス|BGCOLOR(#a6f1f1):水|
|0873|[[氷塊龍プレシオス＆アイルー>モンスター図鑑/0873]]|バランス/ドラゴン|BGCOLOR(#a6f1f1):水|
|0874|[[ブラッキィアイルー>モンスター図鑑/0874]]|バランス|BGCOLOR(#bbf1a6):木|
|0875|[[大花龍ブラキオス＆アイルー>モンスター図鑑/0875]]|バランス/ドラゴン|BGCOLOR(#bbf1a6):木|
|0876|[[キンメタネコ>モンスター図鑑/0876]]|バランス|BGCOLOR(#bba6f1):闇|
|0877|[[キングメタドラ＆キンメタネコ>モンスター図鑑/0877]]|バランス/ドラゴン|BGCOLOR(#bba6f1):闇|
|0878|[[キンゴルネコ>モンスター図鑑/0878]]|バランス|BGCOLOR(#f1f1a6):光|
|0879|[[キングゴルドラ＆キンゴルネコ>モンスター図鑑/0879]]|バランス/ドラゴン|BGCOLOR(#f1f1a6):光|
|0880|[[覚醒オーディンネコ>モンスター図鑑/0880]]|神/バランス|BGCOLOR(#bbf1a6):木光|
|0881|[[覚醒オーディン＆オーディンネコ>モンスター図鑑/0881]]|神/バランス|BGCOLOR(#bbf1a6):木光|
|0882|[[騎迅轟破灼炎王アポロ>モンスター図鑑/0882]]|バランス|BGCOLOR(#f1bba6):火水|
|0883|[[光龍帝サイガ>モンスター図鑑/0883]]|ドラゴン/神|BGCOLOR(#f1f1a6):光光|
|0884|[[はぐれ魂獣イヅナ>モンスター図鑑/0884]]|回復|BGCOLOR(#bba6f1):闇|
|0885|[[白面金剛九尾イヅナ>モンスター図鑑/0885]]|回復|BGCOLOR(#bba6f1):闇|
|0886|[[皇帝マステリオン>モンスター図鑑/0886]]|悪魔|BGCOLOR(#bba6f1):闇|
|0887|[[魔王マステリオン>モンスター図鑑/0887]]|悪魔|BGCOLOR(#bba6f1):闇|
|0888|[[響奏の愛猫神・バステト>モンスター図鑑/0888]]|神/回復|BGCOLOR(#bbf1a6):木光|
|0889|[[狂荒の戦軍神・アレス>モンスター図鑑/0889]]|神/攻撃|BGCOLOR(#f1bba6):火闇|
|0890|[[夢来の商業神・ヘルメス>モンスター図鑑/0890]]|神/体力|BGCOLOR(#a6f1f1):水光|
|0891|[[聖弓の狩猟神・アルテミス>モンスター図鑑/0891]]|神/バランス|BGCOLOR(#bbf1a6):木光|
|0892|[[天弓の光明神・アポロン>モンスター図鑑/0892]]|神/体力|BGCOLOR(#f1f1a6):光火|
|0893|[[断罪の冥府神・ペルセポネ>モンスター図鑑/0893]]|神/悪魔|BGCOLOR(#bba6f1):闇火|
|0894|[[闇黒魔王・ヴァンパイアデューク>モンスター図鑑/0894]]|バランス/悪魔|BGCOLOR(#bba6f1):闇水|
|0895|[[魔焉皇帝・ヴァンパイアデューク>モンスター図鑑/0895]]|体力/悪魔|BGCOLOR(#a6f1f1):水闇|
|0896|[[レッドチェイサー>モンスター図鑑/0896]]|体力/マシン|BGCOLOR(#f1bba6):火|
|0897|[[フレイムチェイサー>モンスター図鑑/0897]]|体力/マシン|BGCOLOR(#f1bba6):火|
|0898|[[ブルーチェイサー>モンスター図鑑/0898]]|体力/マシン|BGCOLOR(#a6f1f1):水|
|0899|[[アクアチェイサー>モンスター図鑑/0899]]|体力/マシン|BGCOLOR(#a6f1f1):水|
|0900|[[グリーンチェイサー>モンスター図鑑/0900]]|体力/マシン|BGCOLOR(#bbf1a6):木|
|0901&aname(no0901);|[[ウィンドチェイサー>モンスター図鑑/0901]]|体力/マシン|BGCOLOR(#bbf1a6):木|
|0902|[[イエローチェイサー>モンスター図鑑/0902]]|体力/マシン|BGCOLOR(#f1f1a6):光|
|0903|[[ライトニングチェイサー>モンスター図鑑/0903]]|体力/マシン|BGCOLOR(#f1f1a6):光|
|0904|[[パープルチェイサー>モンスター図鑑/0904]]|体力/マシン|BGCOLOR(#bba6f1):闇|
|0905|[[ファントムチェイサー>モンスター図鑑/0905]]|体力/マシン|BGCOLOR(#bba6f1):闇|
|0906|[[フレイムバロン>モンスター図鑑/0906]]|バランス|BGCOLOR(#f1bba6):火|
|0907|[[アクアバロン>モンスター図鑑/0907]]|バランス|BGCOLOR(#a6f1f1):水|
|0908|[[アースバロン>モンスター図鑑/0908]]|バランス|BGCOLOR(#bbf1a6):木|
|0909|[[ホワイトバロン>モンスター図鑑/0909]]|バランス|BGCOLOR(#f1f1a6):光|
|0910|[[ブラックバロン>モンスター図鑑/0910]]|バランス|BGCOLOR(#bba6f1):闇|
|0911|[[赤龍喚士・ソニア>モンスター図鑑/0911]]|ドラゴン/悪魔|BGCOLOR(#f1bba6):火闇|
|0912|[[現世の赤龍喚士・ソニア>モンスター図鑑/0912]]|ドラゴン/悪魔|BGCOLOR(#f1bba6):火闇|
|0913|[[緑龍喚士・ソニア>モンスター図鑑/0913]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木闇|
|0914|[[悠久の緑龍喚士・ソニア>モンスター図鑑/0914]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木闇|
|0915|[[エンジェリット>モンスター図鑑/0915]]|進化用|BGCOLOR(#f1f1a6):光|
|0916|[[デビリット>モンスター図鑑/0916]]|進化用|BGCOLOR(#bba6f1):闇|
|0917|[[超覚醒ゼウス>モンスター図鑑/0917]]|神|BGCOLOR(#f1f1a6):光光|
|0918|[[暗黒覚醒ゼウス>モンスター図鑑/0918]]|神/悪魔|BGCOLOR(#bba6f1):闇光|
|0919|[[炎戒の大精霊・シャイターン>モンスター図鑑/0919]]|バランス/悪魔|BGCOLOR(#f1bba6):火火|
|0920|[[慈水の大精霊・ウンディーネ>モンスター図鑑/0920]]|バランス|BGCOLOR(#a6f1f1):水水|
|0921|[[風来の大精霊・シルフ>モンスター図鑑/0921]]|バランス|BGCOLOR(#bbf1a6):木木|
|0922|[[宝輝の大精霊・ジーニャ>モンスター図鑑/0922]]|バランス|BGCOLOR(#f1f1a6):光光|
|0923|[[死兆の大精霊・タナトス>モンスター図鑑/0923]]|バランス/悪魔|BGCOLOR(#bba6f1):闇闇|
|0924|[[ジョーカー>モンスター図鑑/0924]]|悪魔|BGCOLOR(#bba6f1):闇|
|0925|[[ジョーカー＋Aブロッサム>モンスター図鑑/0925]]|悪魔|BGCOLOR(#bba6f1):闇|
|0926|[[キャットウーマン>モンスター図鑑/0926]]|回復|BGCOLOR(#f1bba6):火|
|0927|[[キャットウーマン＋Cクロー>モンスター図鑑/0927]]|回復|BGCOLOR(#f1bba6):火火|
|0928|[[ロビン>モンスター図鑑/0928]]|バランス|BGCOLOR(#bbf1a6):木|
|0929|[[ロビン＋Eスティック>モンスター図鑑/0929]]|バランス|BGCOLOR(#bbf1a6):木木|
|0930|[[バットマン＋Sグローブ>モンスター図鑑/0930]]|体力|BGCOLOR(#bba6f1):闇光|
|0931|[[バットマン＋SグローブAct>モンスター図鑑/0931]]|体力|BGCOLOR(#bba6f1):闇光|
|0932|[[バットマン＋バットラング>モンスター図鑑/0932]]|攻撃|BGCOLOR(#bba6f1):闇闇|
|0933|[[バットマン＋遠隔クロー>モンスター図鑑/0933]]|攻撃|BGCOLOR(#bba6f1):闇闇|
|0934|[[バットマン＋バットウィング>モンスター図鑑/0934]]|バランス|BGCOLOR(#bba6f1):闇水|
|0935|[[バットマン＋BWアタック>モンスター図鑑/0935]]|バランス|BGCOLOR(#bba6f1):闇水|
|0936|[[サーティワン・ルビリット>モンスター図鑑/0936]]|攻撃|BGCOLOR(#f1bba6):火|
|0937|[[サーティワン・ダブルビリット>モンスター図鑑/0937]]|攻撃|BGCOLOR(#f1bba6):火木|
|0938|[[サーティワン・サファリット>モンスター図鑑/0938]]|体力|BGCOLOR(#a6f1f1):水|
|0939|[[サーティワン・ダブサファリット>モンスター図鑑/0939]]|体力|BGCOLOR(#a6f1f1):水火|
|0940|[[サーティワン・エメリット>モンスター図鑑/0940]]|バランス|BGCOLOR(#bbf1a6):木|
|0941|[[サーティワン・ダブエメリット>モンスター図鑑/0941]]|バランス|BGCOLOR(#bbf1a6):木水|
|0942|[[サーティワン・トパリット>モンスター図鑑/0942]]|回復|BGCOLOR(#f1f1a6):光|
|0943|[[サーティワン・ダブトパリット>モンスター図鑑/0943]]|回復|BGCOLOR(#f1f1a6):光闇|
|0944|[[サーティワン・アメリット>モンスター図鑑/0944]]|悪魔|BGCOLOR(#bba6f1):闇|
|0945|[[サーティワン・ダブアメリット>モンスター図鑑/0945]]|悪魔|BGCOLOR(#bba6f1):闇光|
|0946|[[サーティワン・バステト>モンスター図鑑/0946]]|神|BGCOLOR(#bbf1a6):木|
|0947|[[サーティワン・愛猫神・バステト>モンスター図鑑/0947]]|神|BGCOLOR(#bbf1a6):木|
|0948|[[AB・レッド>モンスター図鑑/0948]]|攻撃|BGCOLOR(#f1bba6):火|
|0949|[[AB・レッドバード・レッド>モンスター図鑑/0949]]|攻撃|BGCOLOR(#f1bba6):火|
|0950|[[AB・ザ・ブルース>モンスター図鑑/0950]]|バランス|BGCOLOR(#a6f1f1):水|
|0951|[[AB・ブルーバード・ブルース>モンスター図鑑/0951]]|バランス|BGCOLOR(#a6f1f1):水|
|0952|[[AB・ハル>モンスター図鑑/0952]]|バランス|BGCOLOR(#bbf1a6):木|
|0953|[[AB・グリーンバード・ハル>モンスター図鑑/0953]]|バランス|BGCOLOR(#bbf1a6):木|
|0954|[[AB・チャック>モンスター図鑑/0954]]|体力|BGCOLOR(#f1f1a6):光|
|0955|[[AB・イエローバード・チャック>モンスター図鑑/0955]]|体力|BGCOLOR(#f1f1a6):光|
|0956|[[AB・マチルダ>モンスター図鑑/0956]]|回復|BGCOLOR(#f1f1a6):光|
|0957|[[AB・ホワイトバード・マチルダ>モンスター図鑑/0957]]|回復|BGCOLOR(#f1f1a6):光|
|0958|[[AB・ボム>モンスター図鑑/0958]]|攻撃|BGCOLOR(#bba6f1):闇|
